Content_ID,Platform,Content_Type,AI_Tool_Used,AI_Type,Duration_Seconds,Production_Cost_USD,Views,Likes,Comments,Shares,Engagement_Rate,Watch_Time_Avg_Sec,Retention_Rate,Revenue_USD
ACC025345,TikTok,Reel,HeyGen,Avatar video,52,39.4,5091,356,16.0,29.0,0.0788,27.23,54.37,3.57
ACC025346,YouTube,Short,InVideo AI,Text-to-video,54,15.91,86708,3544,399.0,150.0,0.0472,28.94,52.49,324.76
ACC025347,TikTok,Short,HeyGen,AI-assisted editing,45,28.2,50481,3906,197.0,333.0,0.0879,21.17,49.11,11.87
ACC025348,TikTok,Short,Canva AI,AI-assisted editing,50,9.64,2767,186,13.0,23.0,0.0802,21.7,51.73,0.43
ACC025349,TikTok,Reel,InVideo AI,Image-to-video,76,10.97,34861,1425,226.0,232.0,0.054,31.77,41.87,4.65
ACC025350,Instagram,Video,HeyGen,Avatar video,782,87.83,7295,211,31.0,24.0,0.0365,386.11,49.4,3.16
ACC025351,YouTube,Video,Canva AI,AI-assisted editing,385,37.28,5772,143,10.0,14.0,0.0289,132.71,45.85,20.41
ACC025352,TikTok,Short,Pika,Image-to-video,49,21.84,12119,563,60.0,148.0,0.0636,35.14,77.22,12.88
ACC025353,TikTok,Reel,Canva AI,AI-assisted editing,25,8.49,30536,2063,217.0,370.0,0.0868,14.44,66.31,36.13
ACC025354,Instagram,Video,Synthesia,AI-assisted editing,794,84.15,5498,314,31.0,18.0,0.066,297.29,45.91,9.06
ACC025355,TikTok,Reel,CapCut AI,Avatar video,27,15.58,19953,890,88.0,167.0,0.0574,15.17,53.69,21.76
ACC025356,TikTok,Short,Adobe Firefly,Text-to-video,28,18.03,17812,830,63.0,184.0,0.0605,13.1,51.88,13.83
ACC025357,YouTube,Short,HeyGen,Text-to-video,24,24.53,30219,1335,155.0,127.0,0.0535,10.32,42.62,112.5
ACC025358,YouTube,Video,Synthesia,AI-assisted editing,615,70.18,16254,496,55.0,58.0,0.0375,286.11,50.44,68.4
ACC025359,TikTok,Short,Adobe Firefly,Image-to-video,55,23.24,7543,559,27.0,87.0,0.0892,32.35,58.01,10.28
ACC025360,TikTok,Short,CapCut AI,AI-assisted editing,13,7.54,5458,385,39.0,23.0,0.0819,7.58,65.31,0.81
ACC025361,Instagram,Video,Canva AI,AI-assisted editing,758,65.89,4257,125,25.0,32.0,0.0428,207.29,34.16,5.66
ACC025362,Instagram,Reel,Runway,Image-to-video,88,28.15,38800,1992,136.0,294.0,0.0624,36.61,44.16,11.34
ACC025363,YouTube,Short,CapCut AI,Text-to-video,15,7.17,94861,2743,372.0,366.0,0.0367,7.03,53.39,254.79
ACC025364,YouTube,Short,Adobe Firefly,Image-to-video,45,18.03,8625,271,18.0,31.0,0.0371,35.8,88.89,20.06
ACC025365,YouTube,Video,Synthesia,Avatar video,684,70.82,3263,138,12.0,12.0,0.0496,265.89,43.88,22.05
ACC025366,YouTube,Video,Adobe Firefly,Text-to-video,825,80.63,3279,175,18.0,11.0,0.0622,339.22,51.75,34.87
ACC025367,TikTok,Short,CapCut AI,Avatar video,51,14.28,5093,339,26.0,36.0,0.0787,31.5,69.98,4.59
ACC025368,Instagram,Video,Pika,Text-to-video,872,87.89,8239,531,33.0,47.0,0.0742,289.45,37.5,16.07
ACC025369,Instagram,Video,InVideo AI,Text-to-video,132,19.46,4388,200,17.0,32.0,0.0567,42.11,31.35,6.92
ACC025370,YouTube,Short,CapCut AI,Avatar video,55,10.3,5790,255,11.0,25.0,0.0503,29.91,55.23,19.21
ACC025371,TikTok,Reel,HeyGen,Avatar video,80,21.38,5645,218,34.0,43.0,0.0523,36.1,43.26,1.49
ACC025372,YouTube,Short,CapCut AI,Image-to-video,20,4.77,20043,490,42.0,74.0,0.0302,14.23,72.14,17.66
ACC025373,YouTube,Short,Runway,Text-to-video,57,11.13,3919,104,19.0,15.0,0.0352,43.31,78.25,7.18
ACC025374,Instagram,Reel,Adobe Firefly,AI-assisted editing,84,20.07,3779,182,9.0,30.0,0.0585,50.52,59.53,6.74
ACC025375,YouTube,Video,Canva AI,Text-to-video,551,50.71,5454,164,12.0,14.0,0.0348,193.38,40.38,52.67
ACC025376,Instagram,Video,Adobe Firefly,Text-to-video,257,36.6,26528,919,146.0,80.0,0.0432,80.79,34.43,45.39
ACC025377,YouTube,Short,Pika,AI-assisted editing,13,15.06,28173,1274,78.0,45.0,0.0496,11.12,98.0,106.98
ACC025378,TikTok,Reel,HeyGen,AI-assisted editing,78,18.15,11403,568,48.0,104.0,0.0631,69.27,84.21,3.57
ACC025379,YouTube,Video,Pika,Text-to-video,433,50.55,40161,1639,200.0,119.0,0.0488,163.76,38.58,301.14
ACC025380,YouTube,Short,InVideo AI,Image-to-video,22,11.37,19529,734,89.0,71.0,0.0458,15.05,79.51,34.15
ACC025381,TikTok,Reel,CapCut AI,Image-to-video,57,11.67,13364,1044,78.0,157.0,0.0957,22.7,38.97,7.42
ACC025382,TikTok,Short,InVideo AI,Text-to-video,57,9.95,23552,935,159.0,271.0,0.058,40.46,72.18,11.71
ACC025383,YouTube,Video,Pika,Text-to-video,601,65.54,2702,83,9.0,3.0,0.0352,214.78,37.95,5.28
ACC025384,YouTube,Video,CapCut AI,Image-to-video,172,26.14,8876,424,44.0,22.0,0.0552,80.58,51.37,68.99
ACC025385,YouTube,Short,Runway,Text-to-video,48,22.62,3499,151,14.0,6.0,0.0489,27.26,58.28,10.47
ACC025386,YouTube,Short,Runway,Image-to-video,52,23.65,15205,525,70.0,50.0,0.0424,26.64,54.05,46.79
ACC025387,Instagram,Reel,Canva AI,Avatar video,58,11.96,3252,144,12.0,11.0,0.0514,29.98,59.47,1.23
ACC025388,TikTok,Short,HeyGen,Text-to-video,58,36.71,18166,1093,112.0,192.0,0.0769,36.24,60.62,6.57
ACC025389,Instagram,Video,Canva AI,Avatar video,613,57.23,6160,447,28.0,33.0,0.0825,128.07,23.19,11.87
ACC025390,TikTok,Short,Pika,Text-to-video,55,20.32,10813,829,70.0,42.0,0.087,33.91,70.16,15.07
ACC025391,TikTok,Reel,Canva AI,Text-to-video,82,17.77,8660,580,31.0,54.0,0.0768,40.06,50.93,8.88
ACC025392,YouTube,Short,Runway,Text-to-video,31,27.77,24570,714,53.0,38.0,0.0328,12.46,43.04,90.43
ACC025393,YouTube,Short,CapCut AI,Image-to-video,34,15.04,890,43,3.0,3.0,0.0551,21.87,71.63,3.87
ACC025394,TikTok,Short,Pika,Text-to-video,49,12.61,19311,1211,98.0,229.0,0.0796,30.46,71.63,26.91
ACC025395,Instagram,Video,InVideo AI,Text-to-video,715,68.28,12761,530,63.0,90.0,0.0535,267.1,42.02,15.86
ACC025396,YouTube,Video,Pika,Image-to-video,322,38.76,6836,176,19.0,16.0,0.0309,85.44,29.22,18.5
ACC025397,YouTube,Short,Pika,Text-to-video,53,24.51,18411,994,68.0,62.0,0.0611,32.74,59.72,46.05
ACC025398,YouTube,Video,InVideo AI,Image-to-video,573,60.34,43656,1127,130.0,117.0,0.0315,218.01,43.48,237.28
ACC025399,YouTube,Video,InVideo AI,Text-to-video,338,35.1,15048,381,44.0,25.0,0.0299,161.29,52.19,65.93
ACC025400,TikTok,Short,InVideo AI,Text-to-video,47,16.11,36075,1881,184.0,231.0,0.0636,21.91,48.72,38.87
ACC025401,TikTok,Short,CapCut AI,Avatar video,33,11.57,3209,243,12.0,27.0,0.0879,28.17,82.04,0.75
ACC025402,YouTube,Video,Pika,Image-to-video,896,80.21,649,20,2.0,0.0,0.0339,319.38,35.25,4.08
ACC025403,YouTube,Short,Synthesia,Avatar video,56,32.03,5464,261,9.0,9.0,0.0511,38.19,68.8,19.46
ACC025404,TikTok,Reel,Synthesia,Avatar video,78,26.92,26742,934,143.0,185.0,0.0472,37.07,57.62,29.73
ACC025405,YouTube,Video,Pika,Text-to-video,560,60.64,2519,107,11.0,7.0,0.0496,134.78,24.75,12.8
ACC025406,YouTube,Video,Runway,Text-to-video,898,87.51,1612,43,6.0,6.0,0.0341,278.12,39.4,4.38
ACC025407,Instagram,Reel,Runway,AI-assisted editing,80,28.74,10255,598,25.0,65.0,0.0671,23.49,28.36,14.19
ACC025408,TikTok,Short,Pika,Text-to-video,22,13.57,1977,113,7.0,9.0,0.0653,8.37,39.27,1.64
ACC025409,TikTok,Short,InVideo AI,Image-to-video,15,12.52,13094,1077,54.0,107.0,0.0945,11.76,79.1,11.64
ACC025410,YouTube,Short,Synthesia,AI-assisted editing,26,30.61,17150,833,44.0,33.0,0.0531,14.77,57.83,53.84
ACC025411,YouTube,Short,InVideo AI,Image-to-video,45,11.04,18862,899,43.0,82.0,0.0543,31.5,73.07,58.7
ACC025412,TikTok,Reel,Synthesia,Avatar video,32,22.77,20032,815,74.0,232.0,0.056,21.09,80.28,19.3
ACC025413,TikTok,Short,HeyGen,AI-assisted editing,36,26.75,10649,397,31.0,74.0,0.0471,23.38,72.67,5.16
ACC025414,YouTube,Short,Canva AI,Avatar video,15,5.62,6816,187,17.0,9.0,0.0312,10.31,77.87,25.04
ACC025415,YouTube,Video,HeyGen,Avatar video,499,46.2,780,32,3.0,3.0,0.0487,96.09,23.99,5.39
ACC025416,TikTok,Short,Canva AI,Image-to-video,12,11.16,7885,276,44.0,77.0,0.0503,7.93,62.47,8.86
ACC025417,YouTube,Short,Synthesia,Avatar video,33,27.64,12233,285,57.0,45.0,0.0316,25.79,88.0,51.73
ACC025418,TikTok,Reel,Pika,Text-to-video,41,17.12,8983,399,24.0,39.0,0.0514,22.87,60.56,1.97
ACC025419,YouTube,Video,Pika,Text-to-video,236,23.59,4542,180,10.0,16.0,0.0454,110.22,46.08,44.95
ACC025420,TikTok,Reel,CapCut AI,AI-assisted editing,44,8.09,28022,2335,103.0,266.0,0.0965,15.99,41.6,28.22
ACC025421,Instagram,Reel,Synthesia,Avatar video,16,10.42,9317,669,18.0,75.0,0.0818,8.52,51.19,15.89
ACC025422,TikTok,Short,Canva AI,AI-assisted editing,48,11.18,21704,882,91.0,262.0,0.0569,25.41,58.89,3.98
ACC025423,YouTube,Video,Canva AI,Image-to-video,68,9.8,1766,53,10.0,2.0,0.0368,24.29,46.46,11.21
ACC025424,Instagram,Reel,Adobe Firefly,Text-to-video,79,8.44,4962,147,23.0,32.0,0.0407,35.2,45.11,5.41
ACC025425,TikTok,Short,CapCut AI,Image-to-video,45,16.65,30599,1132,217.0,383.0,0.0566,22.19,47.12,22.95
ACC025426,Instagram,Video,HeyGen,Text-to-video,626,79.05,1345,101,5.0,4.0,0.0818,235.27,39.82,2.48
ACC025427,YouTube,Video,Pika,Image-to-video,412,47.94,47785,1142,271.0,168.0,0.0331,260.88,66.06,349.54
ACC025428,TikTok,Reel,InVideo AI,AI-assisted editing,63,11.2,8686,730,44.0,96.0,0.1002,56.13,89.69,4.22
ACC025429,Instagram,Reel,Pika,AI-assisted editing,16,25.96,84739,4256,194.0,588.0,0.0595,7.99,55.02,135.39
ACC025430,YouTube,Short,Synthesia,Avatar video,41,7.06,34846,1576,190.0,112.0,0.0539,15.26,35.34,44.75
ACC025431,YouTube,Short,Synthesia,Text-to-video,31,26.22,23156,1142,112.0,39.0,0.0558,20.62,67.6,27.18
ACC025432,TikTok,Reel,CapCut AI,AI-assisted editing,71,16.35,27062,971,67.0,336.0,0.0508,32.41,51.87,29.0
ACC025433,YouTube,Short,CapCut AI,Avatar video,25,8.61,16347,472,80.0,29.0,0.0355,12.19,50.98,7.56
ACC025434,Instagram,Reel,Runway,Text-to-video,44,20.81,12378,716,39.0,50.0,0.065,26.88,61.57,7.04
ACC025435,TikTok,Short,Canva AI,Text-to-video,46,9.64,20631,925,139.0,220.0,0.0622,22.07,58.45,22.4
ACC025436,Instagram,Reel,Synthesia,Avatar video,51,15.97,5163,319,19.0,21.0,0.0695,38.54,72.17,1.14
ACC025437,TikTok,Reel,Synthesia,Text-to-video,86,41.6,6232,332,33.0,31.0,0.0635,46.48,60.09,1.29
ACC025438,TikTok,Reel,Runway,AI-assisted editing,43,18.89,8313,382,40.0,38.0,0.0553,26.09,67.93,1.65
ACC025439,YouTube,Video,Pika,Image-to-video,372,48.99,18461,437,92.0,68.0,0.0323,185.55,50.79,154.08
ACC025440,YouTube,Video,Synthesia,Text-to-video,102,30.94,3443,88,16.0,5.0,0.0317,24.66,30.27,37.18
ACC025441,YouTube,Short,Adobe Firefly,Text-to-video,38,5.61,11875,445,33.0,37.0,0.0434,16.87,49.81,21.02
ACC025442,TikTok,Short,InVideo AI,Text-to-video,55,13.33,5505,373,12.0,25.0,0.0745,33.97,63.93,4.02
ACC025443,Instagram,Reel,InVideo AI,Text-to-video,61,15.37,50423,3034,238.0,179.0,0.0684,32.91,57.03,81.47
ACC025444,YouTube,Video,InVideo AI,Image-to-video,206,22.62,1433,40,7.0,3.0,0.0349,57.46,36.61,10.14
ACC025445,TikTok,Short,Runway,Image-to-video,38,9.67,24402,1213,61.0,146.0,0.0582,30.36,87.5,18.97
ACC025446,Instagram,Video,InVideo AI,Text-to-video,190,28.37,16462,774,81.0,106.0,0.0584,38.51,25.79,10.33
ACC025447,YouTube,Short,CapCut AI,Avatar video,48,13.57,30672,1658,107.0,89.0,0.0604,39.64,84.93,110.99
ACC025448,Instagram,Reel,InVideo AI,Image-to-video,90,17.2,44216,1588,263.0,357.0,0.0499,57.76,66.24,18.14
ACC025449,TikTok,Short,InVideo AI,Image-to-video,43,13.97,5988,440,24.0,64.0,0.0882,18.07,43.23,4.12
ACC025450,Instagram,Video,Runway,Image-to-video,567,61.28,1385,41,8.0,4.0,0.0383,204.44,44.04,1.64
ACC025451,TikTok,Reel,Adobe Firefly,Image-to-video,17,8.43,13286,1009,34.0,109.0,0.0867,10.66,64.96,11.25
ACC025452,Instagram,Video,CapCut AI,AI-assisted editing,767,69.53,2434,164,7.0,12.0,0.0752,110.37,18.44,4.12
ACC025453,TikTok,Reel,HeyGen,Text-to-video,62,22.68,84379,5808,602.0,307.0,0.0796,34.97,56.42,53.3
ACC025454,YouTube,Short,InVideo AI,Image-to-video,19,13.2,7592,243,40.0,26.0,0.0407,16.05,81.69,27.33
ACC025455,Instagram,Video,CapCut AI,Image-to-video,882,78.78,27645,1067,160.0,140.0,0.0494,403.13,52.44,52.35
ACC025456,YouTube,Video,Runway,Text-to-video,603,62.72,3028,128,16.0,5.0,0.0492,110.98,19.15,34.31
ACC025457,TikTok,Reel,CapCut AI,AI-assisted editing,31,3.0,22244,1048,131.0,199.0,0.0619,13.49,42.15,16.14
ACC025458,TikTok,Reel,InVideo AI,Image-to-video,31,7.15,7467,576,48.0,43.0,0.0893,16.82,61.88,5.92
ACC025459,TikTok,Reel,Adobe Firefly,Text-to-video,30,17.0,36940,1356,213.0,328.0,0.0514,17.29,55.35,33.15
ACC025460,TikTok,Short,Canva AI,Text-to-video,19,7.76,31251,1056,189.0,236.0,0.0474,10.44,62.99,29.32
ACC025461,YouTube,Short,InVideo AI,AI-assisted editing,33,14.37,4300,149,23.0,10.0,0.0423,22.5,65.71,4.7
ACC025462,YouTube,Short,Runway,AI-assisted editing,31,17.63,12888,558,35.0,49.0,0.0498,12.99,39.86,56.1
ACC025463,TikTok,Reel,Runway,Text-to-video,85,26.02,32079,1566,180.0,317.0,0.0643,36.58,49.32,36.32
ACC025464,YouTube,Short,CapCut AI,AI-assisted editing,59,16.75,37887,911,200.0,146.0,0.0332,36.86,62.77,38.64
ACC025465,TikTok,Short,Runway,Text-to-video,14,14.26,52309,2849,243.0,534.0,0.0693,6.68,52.52,56.75
ACC025466,TikTok,Reel,CapCut AI,AI-assisted editing,59,12.68,11261,425,35.0,72.0,0.0472,35.66,59.56,6.89
ACC025467,TikTok,Reel,CapCut AI,Image-to-video,52,14.53,9545,835,33.0,81.0,0.0994,23.04,44.35,4.36
ACC025468,TikTok,Reel,Pika,Image-to-video,42,16.49,7869,279,55.0,35.0,0.0469,16.9,45.49,6.93
ACC025469,YouTube,Video,Runway,Text-to-video,881,104.29,5115,261,17.0,17.0,0.0577,361.15,49.52,61.3
ACC025470,Instagram,Reel,Canva AI,AI-assisted editing,50,11.28,15657,1167,90.0,78.0,0.0853,32.18,67.06,6.04
ACC025471,TikTok,Reel,Runway,Text-to-video,66,19.39,4176,311,18.0,19.0,0.0833,37.71,63.71,2.58
ACC025472,TikTok,Short,Runway,Image-to-video,51,10.76,6668,334,43.0,42.0,0.0628,28.36,59.25,8.28
ACC025473,TikTok,Short,Pika,Image-to-video,23,26.18,54233,3147,200.0,312.0,0.0675,10.87,56.94,43.34
ACC025474,TikTok,Short,Adobe Firefly,Image-to-video,30,12.94,5850,457,37.0,32.0,0.0899,12.66,45.33,1.39
ACC025475,Instagram,Reel,HeyGen,AI-assisted editing,75,29.54,5753,288,19.0,48.0,0.0617,37.6,48.14,11.41
ACC025476,Instagram,Video,Synthesia,Avatar video,363,50.29,1623,108,3.0,10.0,0.0746,91.71,29.38,0.35
ACC025477,TikTok,Short,Pika,Image-to-video,14,15.66,5667,280,41.0,28.0,0.0616,6.04,52.37,4.73
ACC025478,TikTok,Short,Adobe Firefly,Text-to-video,44,18.58,30005,1958,208.0,285.0,0.0817,31.18,72.5,38.0
ACC025479,TikTok,Short,Canva AI,AI-assisted editing,54,8.43,15649,893,117.0,147.0,0.0739,29.33,52.94,2.18
ACC025480,TikTok,Reel,Pika,AI-assisted editing,58,15.92,2150,110,11.0,13.0,0.0623,30.04,49.21,2.51
ACC025481,TikTok,Short,InVideo AI,AI-assisted editing,54,21.81,13717,899,71.0,48.0,0.0742,21.23,44.02,1.65
ACC025482,YouTube,Video,InVideo AI,Image-to-video,420,38.04,3539,150,7.0,12.0,0.0478,188.38,47.0,32.69
ACC025483,YouTube,Video,Pika,AI-assisted editing,404,39.73,1423,66,5.0,3.0,0.052,221.98,58.92,9.39
ACC025484,TikTok,Reel,Canva AI,Image-to-video,43,13.31,32321,2291,166.0,319.0,0.0859,25.04,62.04,20.97
ACC025485,YouTube,Video,InVideo AI,AI-assisted editing,767,69.66,1803,51,3.0,2.0,0.0311,284.45,39.11,18.3
ACC025486,YouTube,Video,Synthesia,Text-to-video,291,47.51,21140,581,94.0,52.0,0.0344,120.43,40.89,175.98
ACC025487,YouTube,Short,CapCut AI,Avatar video,37,12.44,13597,361,71.0,38.0,0.0346,18.66,57.04,17.65
ACC025488,YouTube,Short,Adobe Firefly,Image-to-video,51,14.68,7583,179,26.0,25.0,0.0303,30.34,63.06,7.32
ACC025489,Instagram,Reel,Adobe Firefly,AI-assisted editing,32,19.43,57448,2991,266.0,308.0,0.0621,21.67,75.39,101.58
ACC025490,TikTok,Short,Pika,AI-assisted editing,40,28.53,14587,988,92.0,108.0,0.0814,20.51,51.82,4.24
ACC025491,Instagram,Reel,Synthesia,AI-assisted editing,49,19.43,17868,1059,52.0,70.0,0.0661,33.05,81.83,19.09
ACC025492,YouTube,Video,InVideo AI,Text-to-video,682,66.33,5116,129,30.0,20.0,0.035,178.01,26.52,50.77
ACC025493,TikTok,Short,Canva AI,AI-assisted editing,48,10.23,8239,397,48.0,47.0,0.0597,31.87,63.58,2.77
ACC025494,Instagram,Video,Runway,Image-to-video,749,74.78,28938,1883,106.0,194.0,0.0754,307.61,44.09,27.67
ACC025495,TikTok,Short,Runway,Text-to-video,19,14.23,86300,5294,633.0,739.0,0.0772,8.14,50.59,95.46
ACC025496,TikTok,Reel,Runway,AI-assisted editing,20,23.44,19533,1327,69.0,239.0,0.0837,10.62,63.66,15.59
ACC025497,Instagram,Video,CapCut AI,Text-to-video,206,26.31,6901,527,43.0,20.0,0.0855,29.65,15.27,11.78
ACC025498,YouTube,Video,Canva AI,AI-assisted editing,195,27.1,4533,202,15.0,13.0,0.0507,81.26,46.21,21.67
ACC025499,YouTube,Video,HeyGen,Avatar video,93,24.81,1929,65,10.0,6.0,0.042,33.05,38.31,5.58
ACC025500,Instagram,Reel,Synthesia,Text-to-video,42,19.67,20013,808,84.0,82.0,0.0487,33.58,96.62,19.97
ACC025501,YouTube,Video,HeyGen,Avatar video,232,45.07,17670,574,99.0,22.0,0.0393,45.37,19.65,70.49
ACC025502,YouTube,Video,Canva AI,Image-to-video,476,46.63,5651,128,15.0,12.0,0.0274,132.6,35.5,27.33
ACC025503,YouTube,Short,Adobe Firefly,Image-to-video,32,22.0,66674,2707,310.0,269.0,0.0493,16.22,48.19,114.64
ACC025504,Instagram,Video,HeyGen,Avatar video,899,96.35,667,44,3.0,3.0,0.075,301.71,39.83,1.07
ACC025505,TikTok,Reel,Canva AI,Text-to-video,38,11.77,5694,383,22.0,60.0,0.0817,28.36,80.33,5.4
ACC025506,YouTube,Short,InVideo AI,Text-to-video,55,20.02,3981,97,9.0,15.0,0.0304,29.26,53.16,17.25
ACC025507,TikTok,Short,HeyGen,Text-to-video,44,37.28,4784,257,21.0,38.0,0.0661,27.23,69.1,3.55
ACC025508,YouTube,Short,HeyGen,Text-to-video,27,27.66,32084,1555,75.0,52.0,0.0524,19.42,71.25,103.76
ACC025509,Instagram,Video,Canva AI,AI-assisted editing,752,69.32,1374,74,4.0,7.0,0.0619,282.28,41.8,2.24
ACC025510,YouTube,Video,Pika,AI-assisted editing,306,44.87,1870,81,6.0,8.0,0.0508,121.97,44.86,9.74
ACC025511,Instagram,Video,CapCut AI,AI-assisted editing,366,34.01,4819,334,16.0,13.0,0.0753,159.07,49.0,8.3
ACC025512,Instagram,Reel,Canva AI,Image-to-video,21,12.09,21783,1454,85.0,175.0,0.0787,14.29,71.4,6.72
ACC025513,TikTok,Reel,Synthesia,Text-to-video,30,27.03,38230,2553,183.0,302.0,0.0795,13.53,54.24,12.09
ACC025514,Instagram,Reel,InVideo AI,Text-to-video,35,12.42,2114,111,11.0,17.0,0.0658,21.39,71.99,0.67
ACC025515,YouTube,Short,Canva AI,Image-to-video,25,13.31,3539,156,8.0,13.0,0.05,20.64,80.35,5.05
ACC025516,YouTube,Video,Pika,Image-to-video,629,60.98,4345,106,19.0,11.0,0.0313,244.21,44.02,43.81
ACC025517,Instagram,Video,CapCut AI,AI-assisted editing,130,22.69,4772,319,9.0,14.0,0.0717,33.14,30.9,2.12
ACC025518,TikTok,Reel,InVideo AI,Image-to-video,41,15.33,26246,1682,138.0,132.0,0.0744,17.64,45.55,25.74
ACC025519,TikTok,Reel,Canva AI,Avatar video,17,8.31,7092,623,38.0,49.0,0.1001,5.48,36.8,6.25
ACC025520,YouTube,Short,InVideo AI,Text-to-video,58,13.3,35725,1313,167.0,110.0,0.0445,36.94,69.1,133.49
ACC025521,Instagram,Video,CapCut AI,Avatar video,751,69.91,6568,220,38.0,31.0,0.044,368.46,50.96,12.43
ACC025522,YouTube,Short,Synthesia,Text-to-video,46,25.92,6903,284,29.0,19.0,0.0481,29.11,63.33,7.99
ACC025523,Instagram,Video,Pika,AI-assisted editing,316,35.98,4420,144,28.0,17.0,0.0428,167.4,54.44,2.61
ACC025524,YouTube,Short,Adobe Firefly,Image-to-video,51,16.46,8692,407,30.0,11.0,0.0515,21.89,49.53,11.13
ACC025525,Instagram,Video,HeyGen,Avatar video,513,63.83,2085,142,7.0,11.0,0.0767,241.63,48.8,3.7
ACC025526,YouTube,Video,InVideo AI,Text-to-video,870,79.09,14369,612,46.0,54.0,0.0496,301.75,43.95,99.31
ACC025527,YouTube,Short,Adobe Firefly,AI-assisted editing,58,21.87,5541,147,24.0,14.0,0.0334,32.73,65.18,21.1
ACC025528,YouTube,Short,Synthesia,Avatar video,47,12.36,10651,524,37.0,19.0,0.0545,23.93,50.4,9.29
ACC025529,YouTube,Short,Canva AI,Image-to-video,13,7.53,4833,109,28.0,17.0,0.0319,8.57,78.26,9.47
ACC025530,TikTok,Short,Adobe Firefly,Image-to-video,38,17.61,60120,2533,252.0,609.0,0.0565,18.32,47.5,79.76
ACC025531,YouTube,Short,InVideo AI,Image-to-video,41,13.21,21170,487,122.0,78.0,0.0325,22.62,66.3,34.13
ACC025532,Instagram,Video,Pika,Text-to-video,462,45.55,3028,182,11.0,22.0,0.071,199.51,47.29,2.26
ACC025533,YouTube,Short,Runway,Text-to-video,49,15.6,15187,748,29.0,43.0,0.054,29.22,64.06,67.5
ACC025534,TikTok,Short,Runway,Image-to-video,38,27.88,20921,1654,124.0,232.0,0.0961,21.75,55.96,28.85
ACC025535,YouTube,Short,HeyGen,AI-assisted editing,60,20.6,27873,1240,146.0,69.0,0.0522,49.92,79.65,84.65
ACC025536,YouTube,Video,Canva AI,Avatar video,460,44.14,4369,185,13.0,8.0,0.0472,114.97,31.82,30.82
ACC025537,TikTok,Reel,Adobe Firefly,Text-to-video,80,29.31,86250,6674,366.0,335.0,0.0855,46.65,60.23,46.64
ACC025538,TikTok,Short,Pika,AI-assisted editing,19,33.06,30741,1735,139.0,378.0,0.0733,10.97,58.17,31.45
ACC025539,YouTube,Short,Canva AI,Avatar video,41,11.91,25413,978,136.0,83.0,0.0471,24.17,71.1,14.02
ACC025540,YouTube,Video,CapCut AI,Avatar video,524,51.38,21611,1093,120.0,48.0,0.0583,119.0,25.75,188.29
ACC025541,TikTok,Reel,CapCut AI,Text-to-video,54,17.55,5807,371,32.0,66.0,0.0808,25.87,51.02,1.21
ACC025542,Instagram,Reel,Runway,Image-to-video,85,21.01,24374,1401,92.0,161.0,0.0679,47.75,64.52,13.87
ACC025543,YouTube,Video,CapCut AI,Text-to-video,649,64.08,9798,514,30.0,17.0,0.0573,275.78,52.5,60.08
ACC025544,YouTube,Video,HeyGen,AI-assisted editing,337,54.82,1426,63,4.0,2.0,0.0484,129.84,50.02,11.0
ACC025545,TikTok,Short,CapCut AI,AI-assisted editing,48,10.86,3857,240,27.0,24.0,0.0754,41.98,89.16,3.63
ACC025546,Instagram,Video,Pika,Text-to-video,347,33.34,5582,169,31.0,38.0,0.0426,218.94,78.01,10.38
ACC025547,TikTok,Reel,Synthesia,Avatar video,31,25.23,5970,503,21.0,60.0,0.0978,15.64,61.13,7.97
ACC025548,Instagram,Reel,Canva AI,Avatar video,67,13.45,51461,3471,285.0,419.0,0.0811,50.5,75.98,38.36
ACC025549,TikTok,Reel,Runway,Text-to-video,69,18.59,1793,118,7.0,16.0,0.0786,44.81,70.63,0.76
ACC025550,Instagram,Reel,HeyGen,Avatar video,21,19.72,12404,472,35.0,34.0,0.0436,18.79,86.11,2.14
ACC025551,Instagram,Video,Canva AI,Text-to-video,175,21.21,28451,1067,119.0,88.0,0.0448,40.41,25.69,44.34
ACC025552,Instagram,Video,Runway,Text-to-video,92,28.72,16067,942,94.0,74.0,0.0691,30.01,32.73,6.69
ACC025553,YouTube,Video,CapCut AI,Text-to-video,279,31.89,4654,232,19.0,13.0,0.0567,50.72,22.31,24.37
ACC025554,Instagram,Video,Runway,Image-to-video,651,71.38,15791,998,74.0,127.0,0.0759,247.45,48.11,8.11
ACC025555,YouTube,Short,Canva AI,AI-assisted editing,16,11.28,31064,944,123.0,59.0,0.0362,6.8,42.74,80.97
ACC025556,Instagram,Reel,InVideo AI,Image-to-video,59,21.43,3828,269,17.0,27.0,0.0818,31.4,64.87,5.01
ACC025557,Instagram,Video,Canva AI,Image-to-video,897,76.83,6434,341,28.0,55.0,0.0659,115.92,14.22,5.6
ACC025558,YouTube,Video,Canva AI,Text-to-video,675,64.34,9216,383,53.0,40.0,0.0516,154.39,27.45,102.13
ACC025559,TikTok,Reel,InVideo AI,Text-to-video,75,18.26,8889,639,31.0,98.0,0.0864,48.21,61.92,11.11
ACC025560,TikTok,Short,Canva AI,Text-to-video,47,13.08,1805,156,6.0,21.0,0.1014,19.02,46.82,1.1
ACC025561,YouTube,Short,Adobe Firefly,Image-to-video,34,12.47,3989,150,7.0,9.0,0.0416,18.47,54.08,12.11
